suicide_rate_rank,country,Region,year,sex,age,population,suicides_per_100k,next_stat_100k,nextstat_per_100k_diff,annual_gdp($),generation,Happiness Score,gdp_per_capita,life_expectancy,Freedom,trust_factor,dystopia_residual
12,Iceland,Western Europe,2016,female,25-34 years,23233,8.61,6.07,2.539999999999999,"20,304,098,101",Millenials,7.501,1.42666,0.86733,0.56624,0.14975,2.83137
13,Iceland,Western Europe,2016,female,55-74 years,32963,6.07,4.67,1.4000000000000004,"20,304,098,101",Boomers,7.501,1.42666,0.86733,0.56624,0.14975,2.83137
14,Iceland,Western Europe,2015,female,35-54 years,42858,4.67,4.36,0.3099999999999996,"16,942,247,374",Generation X,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
15,Iceland,Western Europe,2015,female,25-34 years,22913,4.36,0.0,4.36,"16,942,247,374",Millenials,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
16,Iceland,Western Europe,2015,female,15-24 years,22962,0.0,0,0.0,"16,942,247,374",Millenials,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
16,Iceland,Western Europe,2015,female,5-14 years,21738,0.0,0.0,0.0,"16,942,247,374",Generation Z,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
16,Iceland,Western Europe,2015,male,5-14 years,22771,0.0,0.0,0.0,"16,942,247,374",Generation Z,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
16,Iceland,Western Europe,2015,male,75+ years,8619,0.0,0.0,0.0,"16,942,247,374",Silent,7.561,1.30232,0.94784,0.62877,0.14145,2.70201
16,Iceland,Western Europe,2016,female,15-24 years,22971,0.0,0.0,0.0,"20,304,098,101",Millenials,7.501,1.42666,0.86733,0.56624,0.14975,2.83137
16,Iceland,Western Europe,2016,female,35-54 years,43216,0.0,0.0,0.0,"20,304,098,101",Generation X,7.501,1.42666,0.86733,0.56624,0.14975,2.83137
16,Iceland,Western Europe,2016,female,75+ years,11268,0.0,0.0,0.0,"20,304,098,101",Silent,7.501,1.42666,0.86733,0.56624,0.14975,2.83137
1,Israel,Middle East and Northern Africa,2015,male,75+ years,168826,17.77,10.92,6.85,"299,093,839,690",Silent,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
2,Israel,Middle East and Northern Africa,2015,male,55-74 years,595247,10.92,9.74,1.1799999999999997,"299,093,839,690",Boomers,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
3,Israel,Middle East and Northern Africa,2015,male,35-54 years,944406,9.74,7.68,2.0600000000000005,"299,093,839,690",Generation X,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
4,Israel,Middle East and Northern Africa,2015,male,25-34 years,586251,7.68,5.81,1.87,"299,093,839,690",Millenials,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
5,Israel,Middle East and Northern Africa,2015,female,75+ years,241083,5.81,5.43,0.3799999999999999,"299,093,839,690",Silent,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
6,Israel,Middle East and Northern Africa,2015,male,15-24 years,644674,5.43,2.56,2.8699999999999997,"299,093,839,690",Millenials,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
7,Israel,Middle East and Northern Africa,2015,female,55-74 years,664823,2.56,2.23,0.33000000000000007,"299,093,839,690",Boomers,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
8,Israel,Middle East and Northern Africa,2015,female,25-34 years,581972,2.23,2.07,0.16000000000000014,"299,093,839,690",Millenials,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
9,Israel,Middle East and Northern Africa,2015,female,35-54 years,967412,2.07,1.3,0.7699999999999998,"299,093,839,690",Generation X,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
10,Israel,Middle East and Northern Africa,2015,female,15-24 years,617440,1.3,0.26,1.04,"299,093,839,690",Millenials,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
11,Israel,Middle East and Northern Africa,2015,male,5-14 years,770443,0.26,0.14,0.12,"299,093,839,690",Generation Z,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
12,Israel,Middle East and Northern Africa,2015,female,5-14 years,733603,0.14,0,0.14,"299,093,839,690",Generation Z,7.278,1.22857,0.91387,0.41319,0.07785,3.08854
1,Italy,Western Europe,2015,male,75+ years,2646587,25.28,13.74,11.540000000000001,"1,832,868,490,534",Silent,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
2,Italy,Western Europe,2015,male,55-74 years,6795801,13.74,11.5,2.24,"1,832,868,490,534",Boomers,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
3,Italy,Western Europe,2015,male,35-54 years,9239883,11.5,7.85,3.6500000000000004,"1,832,868,490,534",Generation X,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
4,Italy,Western Europe,2015,male,25-34 years,3451808,7.85,5.27,2.58,"1,832,868,490,534",Millenials,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
5,Italy,Western Europe,2015,male,15-24 years,3057509,5.27,4.08,1.1899999999999995,"1,832,868,490,534",Millenials,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
6,Italy,Western Europe,2015,female,55-74 years,7434895,4.08,3.79,0.29000000000000004,"1,832,868,490,534",Boomers,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
7,Italy,Western Europe,2015,female,75+ years,4115435,3.79,3.41,0.3799999999999999,"1,832,868,490,534",Silent,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
8,Italy,Western Europe,2015,female,35-54 years,9386928,3.41,1.89,1.5200000000000002,"1,832,868,490,534",Generation X,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
9,Italy,Western Europe,2015,female,25-34 years,3394610,1.89,1.18,0.71,"1,832,868,490,534",Millenials,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
10,Italy,Western Europe,2015,female,15-24 years,2874645,1.18,0.24,0.94,"1,832,868,490,534",Millenials,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
11,Italy,Western Europe,2015,male,5-14 years,2944182,0.24,0.22,0.01999999999999999,"1,832,868,490,534",Generation Z,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
12,Italy,Western Europe,2015,female,5-14 years,2775414,0.22,0,0.22,"1,832,868,490,534",Generation Z,5.948,1.25114,0.95446,0.26236,0.02901,2.02518
1,Japan,Eastern Asia,2015,male,75+ years,6289365,36.52,32.27,4.25,"4,394,977,752,878",Silent,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
2,Japan,Eastern Asia,2015,male,55-74 years,16239222,32.27,31.54,0.730000000000004,"4,394,977,752,878",Boomers,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
3,Japan,Eastern Asia,2015,male,35-54 years,17461022,31.54,28.38,3.16,"4,394,977,752,878",Generation X,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
4,Japan,Eastern Asia,2015,male,25-34 years,6862886,28.38,17.92,10.459999999999997,"4,394,977,752,878",Millenials,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
5,Japan,Eastern Asia,2015,male,15-24 years,6088330,17.92,15.12,2.8000000000000025,"4,394,977,752,878",Millenials,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
6,Japan,Eastern Asia,2015,female,75+ years,9983066,15.12,13.3,1.8199999999999985,"4,394,977,752,878",Silent,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
7,Japan,Eastern Asia,2015,female,55-74 years,17232482,13.3,11.91,1.3900000000000006,"4,394,977,752,878",Boomers,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
8,Japan,Eastern Asia,2015,female,35-54 years,16991218,11.91,10.36,1.5500000000000007,"4,394,977,752,878",Generation X,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
9,Japan,Eastern Asia,2015,female,25-34 years,6614211,10.36,7.07,3.289999999999999,"4,394,977,752,878",Millenials,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
10,Japan,Eastern Asia,2015,female,15-24 years,5772938,7.07,1.12,5.95,"4,394,977,752,878",Millenials,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
11,Japan,Eastern Asia,2015,male,5-14 years,5553851,1.12,0.53,0.5900000000000001,"4,394,977,752,878",Generation Z,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
12,Japan,Eastern Asia,2015,female,5-14 years,5287719,0.53,0,0.53,"4,394,977,752,878",Generation Z,5.987,1.27074,0.99111,0.49615,0.1806,1.68435
1,Kazakhstan,Central and Eastern Europe,2015,male,75+ years,156393,46.04,45.15,0.8900000000000006,"184,388,432,149",Silent,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
2,Kazakhstan,Central and Eastern Europe,2015,male,35-54 years,2130654,45.15,40.4,4.75,"184,388,432,149",Generation X,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
3,Kazakhstan,Central and Eastern Europe,2015,male,25-34 years,1492576,40.4,38.16,2.240000000000002,"184,388,432,149",Millenials,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
4,Kazakhstan,Central and Eastern Europe,2015,male,55-74 years,951365,38.16,23.53,14.629999999999995,"184,388,432,149",Boomers,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
5,Kazakhstan,Central and Eastern Europe,2015,male,15-24 years,1326082,23.53,12.22,11.31,"184,388,432,149",Millenials,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
6,Kazakhstan,Central and Eastern Europe,2015,female,75+ years,343577,12.22,9.88,2.34,"184,388,432,149",Silent,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
7,Kazakhstan,Central and Eastern Europe,2015,female,15-24 years,1285407,9.88,7.56,2.320000000000001,"184,388,432,149",Millenials,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
8,Kazakhstan,Central and Eastern Europe,2015,female,35-54 years,2313458,7.56,7.09,0.46999999999999975,"184,388,432,149",Generation X,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
9,Kazakhstan,Central and Eastern Europe,2015,female,25-34 years,1524321,7.09,4.97,2.12,"184,388,432,149",Millenials,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
10,Kazakhstan,Central and Eastern Europe,2015,female,55-74 years,1306669,4.97,2.07,2.9,"184,388,432,149",Boomers,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
11,Kazakhstan,Central and Eastern Europe,2015,male,5-14 years,1445862,2.07,0.95,1.1199999999999999,"184,388,432,149",Generation Z,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
12,Kazakhstan,Central and Eastern Europe,2015,female,5-14 years,1370388,0.95,0,0.95,"184,388,432,149",Generation Z,5.855,1.12254,0.64368,0.51649,0.08454,2.24729
1,Kyrgyzstan,Central and Eastern Europe,2015,male,35-54 years,635515,21.09,15.35,5.74,"6,678,178,340",Generation X,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
2,Kyrgyzstan,Central and Eastern Europe,2015,male,55-74 years,241078,15.35,13.25,2.0999999999999996,"6,678,178,340",Boomers,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
3,Kyrgyzstan,Central and Eastern Europe,2015,male,25-34 years,513358,13.25,12.13,1.1199999999999992,"6,678,178,340",Millenials,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
4,Kyrgyzstan,Central and Eastern Europe,2015,male,75+ years,41233,12.13,11.67,0.46000000000000085,"6,678,178,340",Silent,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
5,Kyrgyzstan,Central and Eastern Europe,2015,male,15-24 years,557006,11.67,6.51,5.16,"6,678,178,340",Millenials,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
6,Kyrgyzstan,Central and Eastern Europe,2015,female,15-24 years,537476,6.51,5.53,0.9799999999999995,"6,678,178,340",Millenials,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
7,Kyrgyzstan,Central and Eastern Europe,2015,female,75+ years,72276,5.53,3.73,1.8000000000000003,"6,678,178,340",Silent,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
8,Kyrgyzstan,Central and Eastern Europe,2015,female,35-54 years,669556,3.73,3.16,0.5699999999999998,"6,678,178,340",Generation X,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
9,Kyrgyzstan,Central and Eastern Europe,2015,male,5-14 years,569962,3.16,2.35,0.81,"6,678,178,340",Generation Z,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
10,Kyrgyzstan,Central and Eastern Europe,2015,female,25-34 years,509797,2.35,2.32,0.03000000000000025,"6,678,178,340",Millenials,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
11,Kyrgyzstan,Central and Eastern Europe,2015,female,55-74 years,301107,2.32,1.28,1.0399999999999998,"6,678,178,340",Boomers,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
12,Kyrgyzstan,Central and Eastern Europe,2015,female,5-14 years,547463,1.28,0,1.28,"6,678,178,340",Generation Z,5.286,0.47428,0.65088,0.43477,0.04232,2.2327
1,Latvia,Central and Eastern Europe,2015,male,75+ years,51293,64.34,49.31,15.030000000000001,"26,972,863,394",Silent,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
2,Latvia,Central and Eastern Europe,2015,male,55-74 years,190621,49.31,40.34,8.969999999999999,"26,972,863,394",Boomers,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
3,Latvia,Central and Eastern Europe,2015,male,35-54 years,262740,40.34,33.42,6.920000000000002,"26,972,863,394",Generation X,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
4,Latvia,Central and Eastern Europe,2015,male,25-34 years,143639,33.42,22.67,10.75,"26,972,863,394",Millenials,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
5,Latvia,Central and Eastern Europe,2015,male,15-24 years,105890,22.67,16.4,6.270000000000003,"26,972,863,394",Millenials,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
6,Latvia,Central and Eastern Europe,2015,female,75+ years,134138,16.4,10.94,5.459999999999999,"26,972,863,394",Silent,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
7,Latvia,Central and Eastern Europe,2015,female,55-74 years,274200,10.94,8.59,2.3499999999999996,"26,972,863,394",Boomers,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
8,Latvia,Central and Eastern Europe,2015,female,35-54 years,279553,8.59,3.0,5.59,"26,972,863,394",Generation X,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
9,Latvia,Central and Eastern Europe,2015,female,15-24 years,100065,3.0,1.47,1.53,"26,972,863,394",Millenials,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
10,Latvia,Central and Eastern Europe,2015,female,25-34 years,136399,1.47,0.99,0.48,"26,972,863,394",Millenials,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
11,Latvia,Central and Eastern Europe,2015,male,5-14 years,100914,0.99,0.0,0.99,"26,972,863,394",Generation Z,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
12,Latvia,Central and Eastern Europe,2015,female,5-14 years,96070,0.0,0,0.0,"26,972,863,394",Generation Z,5.098,1.11312,0.72437,0.29671,0.06332,1.62215
1,Lithuania,Central and Eastern Europe,2016,male,75+ years,80426,96.98,84.09,12.89,"42,773,029,835",Silent,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
2,Lithuania,Central and Eastern Europe,2015,male,75+ years,79672,84.09,78.9,5.189999999999998,"41,508,609,233",Silent,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
3,Lithuania,Central and Eastern Europe,2015,male,55-74 years,273776,78.9,76.32,2.5800000000000125,"41,508,609,233",Boomers,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
4,Lithuania,Central and Eastern Europe,2016,male,55-74 years,277763,76.32,71.01,5.309999999999988,"42,773,029,835",Boomers,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
5,Lithuania,Central and Eastern Europe,2015,male,35-54 years,387255,71.01,70.62,0.39000000000000057,"41,508,609,233",Generation X,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
6,Lithuania,Central and Eastern Europe,2016,male,35-54 years,376689,70.62,52.94,17.680000000000007,"42,773,029,835",Generation X,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
7,Lithuania,Central and Eastern Europe,2015,male,25-34 years,190800,52.94,50.17,2.769999999999996,"41,508,609,233",Millenials,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
8,Lithuania,Central and Eastern Europe,2016,male,25-34 years,191346,50.17,34.94,15.230000000000004,"42,773,029,835",Millenials,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
9,Lithuania,Central and Eastern Europe,2015,male,15-24 years,188903,34.94,23.05,11.889999999999997,"41,508,609,233",Millenials,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
10,Lithuania,Central and Eastern Europe,2016,male,15-24 years,177888,23.05,19.86,3.1900000000000013,"42,773,029,835",Millenials,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
11,Lithuania,Central and Eastern Europe,2015,female,75+ years,191358,19.86,15.03,4.83,"41,508,609,233",Silent,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
12,Lithuania,Central and Eastern Europe,2016,female,75+ years,193001,15.03,14.22,0.8099999999999987,"42,773,029,835",Silent,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
13,Lithuania,Central and Eastern Europe,2015,female,55-74 years,386892,14.22,11.53,2.6900000000000013,"41,508,609,233",Boomers,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
14,Lithuania,Central and Eastern Europe,2016,female,55-74 years,390385,11.53,10.96,0.5699999999999985,"42,773,029,835",Boomers,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
15,Lithuania,Central and Eastern Europe,2015,female,35-54 years,419841,10.96,10.09,0.870000000000001,"41,508,609,233",Generation X,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
16,Lithuania,Central and Eastern Europe,2016,female,35-54 years,406249,10.09,9.29,0.8000000000000007,"42,773,029,835",Generation X,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
17,Lithuania,Central and Eastern Europe,2015,female,25-34 years,182926,9.29,5.59,3.6999999999999993,"41,508,609,233",Millenials,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
18,Lithuania,Central and Eastern Europe,2015,female,15-24 years,178882,5.59,4.38,1.21,"41,508,609,233",Millenials,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
19,Lithuania,Central and Eastern Europe,2016,female,25-34 years,182632,4.38,3.55,0.8300000000000001,"42,773,029,835",Millenials,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
20,Lithuania,Central and Eastern Europe,2016,female,15-24 years,168917,3.55,2.25,1.2999999999999998,"42,773,029,835",Millenials,5.813,1.2692,0.64674,0.18929,0.0182,2.60525
21,Lithuania,Central and Eastern Europe,2015,female,5-14 years,133506,2.25,1.43,0.8200000000000001,"41,508,609,233",Generation Z,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
22,Lithuania,Central and Eastern Europe,2015,male,5-14 years,140115,1.43,0,1.43,"41,508,609,233",Generation Z,5.833,1.14723,0.73128,0.21342,0.01031,2.44649
1,Luxembourg,Western Europe,2015,male,55-74 years,54325,29.45,26.65,2.8000000000000007,"57,784,495,265",Boomers,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
2,Luxembourg,Western Europe,2015,male,75+ years,15011,26.65,18.87,7.779999999999998,"57,784,495,265",Silent,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
3,Luxembourg,Western Europe,2015,male,35-54 years,90095,18.87,16.7,2.1700000000000017,"57,784,495,265",Generation X,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
4,Luxembourg,Western Europe,2015,female,55-74 years,53878,16.7,11.51,5.1899999999999995,"57,784,495,265",Boomers,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
5,Luxembourg,Western Europe,2015,male,15-24 years,34757,11.51,9.32,2.1899999999999995,"57,784,495,265",Millenials,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
6,Luxembourg,Western Europe,2015,male,25-34 years,42930,9.32,8.62,0.7000000000000011,"57,784,495,265",Millenials,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
7,Luxembourg,Western Europe,2015,female,75+ years,23189,8.62,6.98,1.6399999999999988,"57,784,495,265",Silent,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
8,Luxembourg,Western Europe,2015,female,35-54 years,85928,6.98,3.29,3.6900000000000004,"57,784,495,265",Generation X,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
9,Luxembourg,Western Europe,2015,female,5-14 years,30367,3.29,3.01,0.28000000000000025,"57,784,495,265",Generation Z,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
10,Luxembourg,Western Europe,2015,female,15-24 years,33170,3.01,0.0,3.01,"57,784,495,265",Millenials,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
11,Luxembourg,Western Europe,2015,female,25-34 years,42000,0.0,0,0.0,"57,784,495,265",Millenials,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
11,Luxembourg,Western Europe,2015,male,5-14 years,32098,0.0,0.0,0.0,"57,784,495,265",Generation Z,6.946,1.56391,0.91894,0.61583,0.37798,1.96961
1,Malta,Western Europe,2015,male,25-34 years,33179,24.11,15.62,8.49,"10,574,026,838",Millenials,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
2,Malta,Western Europe,2015,male,35-54 years,57603,15.62,15.09,0.5299999999999994,"10,574,026,838",Generation X,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
3,Malta,Western Europe,2015,male,55-74 years,53017,15.09,7.2,7.89,"10,574,026,838",Boomers,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
4,Malta,Western Europe,2015,male,15-24 years,27768,7.2,5.44,1.7599999999999998,"10,574,026,838",Millenials,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
5,Malta,Western Europe,2015,female,35-54 years,55098,5.44,3.91,1.5300000000000002,"10,574,026,838",Generation X,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
6,Malta,Western Europe,2015,female,15-24 years,25588,3.91,3.63,0.28000000000000025,"10,574,026,838",Millenials,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
7,Malta,Western Europe,2015,female,55-74 years,55161,3.63,3.27,0.3599999999999999,"10,574,026,838",Boomers,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
8,Malta,Western Europe,2015,female,25-34 years,30613,3.27,0.0,3.27,"10,574,026,838",Millenials,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
9,Malta,Western Europe,2015,female,5-14 years,19625,0.0,0,0.0,"10,574,026,838",Generation Z,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
9,Malta,Western Europe,2015,female,75+ years,19379,0.0,0.0,0.0,"10,574,026,838",Silent,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
9,Malta,Western Europe,2015,male,5-14 years,20817,0.0,0.0,0.0,"10,574,026,838",Generation Z,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
9,Malta,Western Europe,2015,male,75+ years,12789,0.0,0.0,0.0,"10,574,026,838",Silent,6.302,1.2074,0.88721,0.60365,0.13586,1.6488
1,Mauritius,Sub-Saharan Africa,2015,male,35-54 years,180202,20.53,19.38,1.1500000000000021,"11,692,287,066",Generation X,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
2,Mauritius,Sub-Saharan Africa,2016,male,25-34 years,87701,19.38,19.04,0.33999999999999986,"12,232,463,656",Millenials,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
3,Mauritius,Sub-Saharan Africa,2016,male,75+ years,15754,19.04,18.68,0.35999999999999943,"12,232,463,656",Silent,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
4,Mauritius,Sub-Saharan Africa,2016,male,15-24 years,96372,18.68,18.28,0.3999999999999986,"12,232,463,656",Millenials,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
5,Mauritius,Sub-Saharan Africa,2016,male,35-54 years,180530,18.28,18.11,0.1700000000000017,"12,232,463,656",Generation X,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
6,Mauritius,Sub-Saharan Africa,2015,male,25-34 years,88362,18.11,14.51,3.5999999999999996,"11,692,287,066",Millenials,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
7,Mauritius,Sub-Saharan Africa,2015,male,15-24 years,96489,14.51,12.89,1.6199999999999992,"11,692,287,066",Millenials,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
8,Mauritius,Sub-Saharan Africa,2015,male,75+ years,15510,12.89,11.55,1.3399999999999999,"11,692,287,066",Silent,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
9,Mauritius,Sub-Saharan Africa,2015,female,25-34 years,86613,11.55,11.12,0.4300000000000015,"11,692,287,066",Millenials,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
10,Mauritius,Sub-Saharan Africa,2016,male,55-74 years,107902,11.12,8.68,2.4399999999999995,"12,232,463,656",Boomers,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
11,Mauritius,Sub-Saharan Africa,2015,male,55-74 years,103727,8.68,7.44,1.2399999999999993,"11,692,287,066",Boomers,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
12,Mauritius,Sub-Saharan Africa,2015,female,15-24 years,94082,7.44,4.26,3.1800000000000006,"11,692,287,066",Millenials,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
13,Mauritius,Sub-Saharan Africa,2016,female,15-24 years,94001,4.26,3.5,0.7599999999999998,"12,232,463,656",Millenials,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
14,Mauritius,Sub-Saharan Africa,2016,female,25-34 years,85747,3.5,3.44,0.06000000000000005,"12,232,463,656",Millenials,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
15,Mauritius,Sub-Saharan Africa,2015,female,55-74 years,116373,3.44,3.38,0.06000000000000005,"11,692,287,066",Boomers,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
16,Mauritius,Sub-Saharan Africa,2016,female,35-54 years,177524,3.38,2.82,0.56,"12,232,463,656",Generation X,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
17,Mauritius,Sub-Saharan Africa,2015,female,35-54 years,177447,2.82,1.66,1.16,"11,692,287,066",Generation X,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
18,Mauritius,Sub-Saharan Africa,2016,female,55-74 years,120603,1.66,0.0,1.66,"12,232,463,656",Boomers,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
19,Mauritius,Sub-Saharan Africa,2015,female,5-14 years,83838,0.0,0,0.0,"11,692,287,066",Generation Z,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
19,Mauritius,Sub-Saharan Africa,2015,female,75+ years,25820,0.0,0.0,0.0,"11,692,287,066",Silent,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
19,Mauritius,Sub-Saharan Africa,2015,male,5-14 years,86385,0.0,0.0,0.0,"11,692,287,066",Generation Z,5.477,1.00761,0.7095,0.56066,0.07521,1.76145
19,Mauritius,Sub-Saharan Africa,2016,female,75+ years,26298,0.0,0.0,0.0,"12,232,463,656",Silent,5.648,1.14372,0.66189,0.46145,0.05203,2.20223
1,Mexico,Latin America and Caribbean,2015,male,25-34 years,10243158,11.67,11.54,0.13000000000000078,"1,169,622,672,463",Millenials,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
2,Mexico,Latin America and Caribbean,2015,male,15-24 years,11676480,11.54,11.42,0.11999999999999922,"1,169,622,672,463",Millenials,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
3,Mexico,Latin America and Caribbean,2015,male,75+ years,1427654,11.42,10.28,1.1400000000000006,"1,169,622,672,463",Silent,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
4,Mexico,Latin America and Caribbean,2015,male,35-54 years,15181008,10.28,9.03,1.25,"1,169,622,672,463",Generation X,7.187,1.02054,0.81444,0.48181,0.21312,3.60214
